0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	474	474	
0	0	658	0	0	0	0	0	0	567	1225	
838	0	930	1048	0	0	0	0	0	860	3676	
910	0	1159	1103	0	0	0	0	0	819	3991	
1076	0	1446	1190	0	0	0	0	0	1073	4785	
1318	0	1946	1788	0	0	0	0	0	807	5859	
1826	0	1990	2295	0	0	0	0	0	0	6111	
1549	0	2324	2451	0	0	0	0	0	0	6324	
1182	0	2815	2599	0	0	0	0	0	0	6596	
1291	0	2814	2713	0	0	0	0	0	0	6818	
1800	0	2629	2506	0	0	0	0	0	0	6935	
2389	0	2036	2722	0	0	0	0	0	0	7147	
2180	0	2554	2584	0	0	0	0	0	0	7318	
2292	0	2701	2442	0	0	0	0	0	0	7435	
2383	0	2708	2495	0	0	0	0	0	0	7586	
2507	0	2342	2896	0	0	0	0	0	0	7745	
2638	0	2640	2571	0	0	0	0	0	0	7849	
2635	0	2677	2641	0	0	0	0	0	0	7953	
2766	0	2740	2571	0	0	0	0	0	0	8077	
2804	0	2744	2591	0	0	0	0	0	0	8139	
2751	0	2866	2576	0	0	0	0	0	0	8193	
2777	0	2800	2681	0	0	0	0	0	0	8258	
2782	0	2888	2633	0	0	0	0	0	0	8303	
4101	0	4210	2	0	0	0	0	0	0	8313	
2807	2642	2927	2	0	0	0	0	0	0	8378	
2779	2689	2928	0	0	0	0	0	0	0	8396	
2818	2656	2958	0	0	0	0	0	0	0	8432	
2845	2640	2967	0	0	0	0	0	0	0	8452	
2820	2642	2992	0	0	0	0	0	0	0	8454	
2915	2609	2940	0	0	0	0	0	0	0	8464	
2885	2633	2917	0	0	0	0	0	0	0	8435	
2918	2611	2900	0	0	0	0	0	0	0	8429	
2901	2589	2925	0	0	0	0	0	0	0	8415	
2917	2595	2905	0	0	0	0	0	0	0	8417	
2965	2540	2862	0	0	0	0	0	0	0	8367	
2911	2618	2764	0	0	0	0	0	0	0	8293	
2949	2615	2693	0	0	0	0	0	0	0	8257	
2958	2612	2623	0	0	0	0	0	0	0	8193	
3082	2599	2425	0	0	0	0	0	0	0	8106	
4050	3969	0	0	0	0	0	0	0	0	8019	
4015	3885	0	0	0	0	0	0	0	0	7900	
4010	3763	0	0	0	0	0	0	0	0	7773	
3936	3733	0	0	0	0	0	0	0	0	7669	
3866	3615	0	0	0	0	0	0	0	0	7481	
3866	3483	0	0	0	0	0	0	0	0	7349	
3940	3340	0	0	0	0	0	0	5	0	7285	
3835	3275	0	0	0	0	0	0	11	0	7121	
3574	3049	0	0	0	0	0	0	222	0	6845	
2937	2666	0	0	0	0	0	0	1156	0	6759	
3411	3168	0	0	0	0	0	0	0	0	6579	
1641	2063	0	0	1406	1246	0	0	0	0	6356	
1386	1717	0	0	1850	1251	0	0	0	0	6204	
1490	1390	0	0	1760	1450	2	0	0	0	6092	
1422	1391	0	0	1455	1527	0	0	0	0	5795	
1224	1387	0	0	1580	1384	2	0	0	0	5577	
928	1191	0	0	989	1202	1131	0	0	0	5441	
1328	1306	0	0	0	1301	1185	2	0	0	5122	
1105	1075	0	0	0	663	1008	995	0	0	4846	
1050	782	0	0	0	748	1046	1064	0	0	4690	
1066	764	0	0	0	850	846	862	0	0	4388	
802	776	0	0	0	785	765	853	0	0	3981	
616	541	0	0	0	726	737	473	0	0	3093	
353	576	0	0	0	573	563	426	0	0	2491	
362	542	0	0	0	0	524	357	0	0	1785	
300	317	0	0	0	0	337	320	0	0	1274	
164	252	0	0	0	0	379	251	0	0	1046	
74	0	0	0	0	0	158	127	0	0	359	
82	0	0	0	0	0	100	54	0	0	236	
64	0	0	0	0	0	49	48	0	0	161	
36	0	0	0	0	0	0	33	0	0	69	
29	0	0	0	0	0	0	3	0	0	32	
23	0	0	0	0	0	0	3	0	0	26	
9	0	0	0	0	0	0	2	0	0	11	
2	0	0	0	0	0	0	2	0	0	4	
2	0	0	0	0	0	0	2	0	0	4	
0	0	0	0	0	0	0	2	0	0	2	
0	0	0	0	0	0	0	2	0	0	2	
0	0	0	0	0	0	0	2	0	0	2	
0	0	0	0	0	0	0	2	0	0	2	
