0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	0	0	1	
1	0	10	0	0	0	0	0	0	2	13	
4	0	30	7	0	0	0	0	0	15	56	
23	0	98	64	0	0	0	0	0	59	244	
64	0	174	174	0	0	0	0	0	124	536	
127	0	216	251	0	0	0	0	0	190	784	
280	0	297	381	0	0	0	0	0	346	1304	
518	1	715	653	0	0	0	0	0	459	2346	
672	0	1110	972	0	0	0	0	0	521	3275	
861	1	1422	1220	0	0	0	0	0	615	4119	
1025	0	1871	1833	0	0	0	0	0	464	5193	
1222	2	2128	2214	0	0	0	0	0	201	5767	
1255	3	2402	2426	0	0	0	0	0	30	6116	
1071	2	2724	2586	0	0	0	0	0	13	6396	
1308	2	2712	2633	0	0	0	0	0	2	6657	
1664	2	2605	2553	0	0	0	0	0	0	6824	
1920	2	2434	2653	0	0	0	0	0	0	7009	
2136	2	2509	2536	0	0	0	0	0	0	7183	
2271	0	2647	2412	0	0	0	0	0	0	7330	
2354	3	2658	2469	0	0	0	0	0	0	7484	
2374	8	2583	2656	0	0	0	0	0	0	7621	
2572	10	2605	2574	0	0	0	0	0	0	7761	
2617	14	2660	2585	0	0	0	0	0	0	7876	
2717	22	2722	2523	0	0	0	0	0	0	7984	
2753	25	2742	2549	0	0	0	0	0	0	8069	
2734	39	2835	2520	0	0	0	0	0	0	8128	
2717	87	2856	2526	0	0	0	0	0	0	8186	
2757	201	2950	2323	0	0	0	0	0	0	8231	
2825	2166	3264	2	0	0	0	0	0	0	8257	
2809	2459	3041	2	0	0	0	0	0	0	8311	
2785	2620	2929	0	0	0	0	0	0	0	8334	
2789	2619	2955	0	0	0	0	0	0	0	8363	
2803	2607	2974	0	0	0	0	0	0	0	8384	
2798	2614	2975	0	0	0	0	0	0	0	8387	
2860	2585	2931	0	0	0	0	0	0	0	8376	
2880	2585	2906	0	0	0	0	0	0	0	8371	
2894	2581	2892	0	0	0	0	0	0	0	8367	
2883	2559	2915	0	0	0	0	0	0	0	8357	
2894	2566	2880	0	0	0	0	0	0	0	8340	
2914	2532	2829	0	0	0	0	0	0	0	8275	
2908	2569	2726	0	0	0	0	0	0	0	8203	
2929	2579	2654	0	0	0	0	0	0	0	8162	
2972	2599	2517	0	0	0	0	0	0	0	8088	
3159	2650	2199	0	1	0	0	0	0	0	8009	
3804	3742	373	0	0	0	0	0	0	0	7919	
3994	3779	38	0	0	0	0	0	0	0	7811	
3951	3697	18	0	0	0	0	0	0	0	7666	
3891	3621	11	0	2	0	0	0	0	0	7525	
3828	3509	7	0	1	1	0	0	0	0	7346	
3820	3395	3	0	1	2	0	0	0	0	7221	
3846	3246	2	0	3	5	0	0	3	0	7105	
3767	3146	1	0	6	7	0	0	7	0	6934	
3535	2944	1	0	23	35	0	0	142	0	6680	
2975	2663	1	0	88	169	1	0	619	0	6516	
2856	2759	0	0	141	222	1	0	341	0	6320	
1717	2092	1	0	996	862	2	0	284	0	5954	
1282	1660	1	0	1596	1044	2	0	151	0	5736	
1322	1323	1	0	1506	1227	2	0	99	0	5480	
1153	1225	1	0	1455	1291	1	0	69	0	5195	
1057	1272	2	0	1275	1288	3	0	48	0	4945	
807	1121	0	0	782	1085	823	1	40	0	4659	
1028	1049	0	0	380	902	968	2	16	0	4345	
1015	861	0	0	307	549	849	398	7	0	3986	
884	563	0	0	207	489	809	679	2	0	3633	
817	498	0	0	121	505	636	616	0	0	3193	
533	542	0	0	76	514	523	523	0	0	2711	
350	413	0	0	56	546	533	305	0	0	2203	
195	359	0	0	42	396	394	237	0	0	1623	
176	319	0	0	19	182	315	189	0	0	1200	
120	172	0	0	12	97	218	178	0	0	797	
50	139	1	0	10	77	183	102	1	0	563	
31	54	0	0	3	45	79	60	0	0	272	
31	23	0	0	1	36	36	23	0	0	150	
21	14	0	0	1	19	31	23	0	0	109	
17	11	0	0	0	8	6	15	0	0	57	
11	3	0	0	0	3	5	3	0	0	25	
10	0	0	0	0	1	2	3	1	0	17	
9	1	0	0	0	1	0	2	0	0	13	
2	0	0	0	0	0	0	2	0	0	4	
2	0	0	0	0	0	0	2	0	0	4	
0	0	0	0	0	1	0	2	0	0	3	
0	0	0	0	0	0	0	2	0	0	2	
0	0	0	0	0	0	0	2	0	0	2	
0	0	0	0	0	0	0	2	0	0	2	
