0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	300	0	0	0	0	0	300	
350	0	0	0	330	0	0	0	0	0	680	
651	0	535	0	484	0	0	541	0	519	2730	
839	356	816	0	580	0	0	358	0	727	3676	
801	691	738	0	422	0	0	881	0	890	4423	
952	740	914	0	770	0	0	741	0	863	4980	
1126	884	1165	0	1036	0	0	997	0	0	5208	
1085	1310	1016	0	1020	0	0	978	0	0	5409	
1181	1596	1156	0	1141	0	0	694	0	0	5768	
1438	1812	1454	0	1220	0	0	2	0	0	5926	
1553	1738	1388	0	1332	0	0	2	0	0	6013	
1642	2077	1095	0	1417	0	0	0	0	0	6231	
1993	2380	1346	0	674	0	0	0	0	0	6393	
1931	1967	1463	0	1118	0	0	0	0	0	6479	
2082	2053	1445	0	1026	0	0	0	0	0	6606	
2555	2386	1804	0	2	0	0	0	0	0	6747	
2205	2543	2011	0	2	0	0	0	0	0	6761	
2679	2437	1736	0	2	0	0	0	0	0	6854	
2482	2588	1871	0	0	0	0	0	0	0	6941	
2487	2604	1847	0	0	0	0	0	0	0	6938	
2395	2667	1906	0	0	0	0	0	0	0	6968	
2730	2832	1478	0	0	0	0	0	0	0	7040	
2388	2697	1922	0	0	0	0	0	0	0	7007	
2087	2669	2285	0	0	0	0	0	0	0	7041	
2903	2793	1430	0	0	0	0	0	0	0	7126	
3053	2944	1091	0	0	0	0	0	0	0	7088	
2826	2733	1518	0	0	0	0	0	0	0	7077	
2878	2818	1421	0	0	0	0	0	0	0	7117	
2816	2825	1452	0	0	0	0	0	0	0	7093	
2824	2772	1445	0	0	0	0	0	0	0	7041	
3261	3047	779	0	0	0	0	2	0	0	7089	
2848	2167	2006	0	0	0	0	0	0	0	7021	
2731	1551	2680	0	0	0	0	0	0	0	6962	
2814	1479	2637	0	0	0	0	0	0	0	6930	
2577	1603	2669	0	0	0	0	0	0	0	6849	
2556	1680	2502	0	0	0	0	0	0	0	6738	
2587	1633	2460	0	0	0	0	0	0	0	6680	
2018	1225	1972	1369	0	0	0	0	0	0	6584	
1986	1251	1692	1488	0	0	0	0	0	0	6417	
1873	1499	1513	1451	0	0	0	0	0	0	6336	
1575	1525	1589	1566	0	0	0	0	0	0	6255	
1483	1522	1555	1428	0	0	0	0	0	0	5988	
1185	1061	1329	1119	0	1160	0	0	0	0	5854	
1423	1496	1441	0	0	1385	2	0	0	0	5747	
1206	1179	1096	0	0	1096	974	0	0	0	5551	
1324	0	1436	0	0	1261	1343	0	0	0	5364	
955	0	994	0	0	1025	974	0	571	0	4519	
965	0	1016	0	0	903	1034	0	1008	0	4926	
688	0	849	0	0	924	636	0	887	0	3984	
500	0	525	0	0	759	936	0	693	0	3413	
692	0	0	0	0	665	840	0	819	0	3016	
398	0	0	0	0	444	486	0	470	0	1798	
419	0	0	0	0	329	479	0	282	0	1509	
0	0	0	0	0	0	408	0	186	0	594	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
