0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	1	
0	0	1	0	0	0	0	0	0	1	2	
0	0	0	0	0	0	0	0	0	0	0	
0	0	2	0	2	0	0	2	0	0	6	
10	1	8	0	1	0	0	1	0	8	29	
26	1	15	0	11	0	0	6	0	28	87	
50	9	34	0	41	0	0	13	0	74	221	
91	25	78	0	70	0	0	22	0	111	397	
118	45	95	0	90	0	0	48	0	151	547	
166	72	149	0	170	0	0	75	0	216	848	
396	136	246	0	259	0	0	200	0	310	1547	
568	193	448	0	340	0	0	249	0	446	2244	
574	386	521	0	327	0	0	583	0	552	2943	
708	508	689	0	499	0	0	646	0	379	3429	
883	658	861	0	821	0	0	720	0	76	4019	
939	1162	831	1	840	0	0	735	0	59	4567	
1007	1574	973	0	977	0	0	448	0	31	5010	
1368	1826	1148	0	1051	0	0	2	0	24	5419	
1495	1916	1110	0	1110	0	0	2	0	15	5648	
1720	2136	953	0	1054	0	0	0	0	6	5869	
2000	2292	1159	0	626	0	0	0	0	4	6081	
2034	2113	1176	0	888	0	0	0	0	4	6215	
2141	2142	1326	0	768	0	0	1	0	1	6379	
2476	2599	1436	0	2	0	0	0	0	1	6514	
2447	2580	1589	0	2	1	0	0	0	0	6619	
2484	2610	1595	0	2	1	0	0	0	0	6692	
2495	2584	1709	0	0	1	0	0	0	1	6790	
2489	2585	1752	0	0	0	0	0	0	1	6827	
2411	2653	1782	1	0	1	0	0	0	0	6848	
2365	2734	1789	0	0	0	0	0	0	1	6889	
2349	2712	1833	0	0	1	0	0	0	0	6895	
2348	2705	1870	0	0	0	0	0	0	0	6923	
2888	2840	1236	0	0	0	0	0	0	0	6964	
2926	2877	1159	1	0	1	0	0	0	0	6964	
2860	2861	1256	2	0	2	0	0	0	0	6981	
2822	2800	1358	2	0	0	0	0	0	0	6982	
2850	2792	1326	1	0	0	0	0	0	0	6969	
2898	2844	1192	1	0	0	0	0	0	0	6935	
3180	2910	802	4	0	0	0	2	1	0	6899	
2893	2141	1820	5	0	1	1	0	0	0	6861	
2720	1447	2651	8	0	2	0	0	0	0	6828	
2702	1408	2639	18	0	3	1	0	0	0	6771	
2636	1374	2609	51	0	6	0	0	1	0	6677	
2529	1457	2453	103	0	11	0	0	1	0	6554	
2420	1366	2312	295	0	32	0	0	1	0	6426	
2142	1280	1939	765	0	68	0	0	6	0	6200	
1953	1159	1637	1152	0	145	0	0	11	0	6057	
1762	1349	1354	1198	0	213	0	0	20	0	5896	
1395	1322	1267	1311	0	352	2	0	36	0	5685	
1217	1270	1316	1016	0	547	2	0	56	0	5424	
1046	1076	1344	847	0	827	2	0	71	0	5213	
1228	1124	1123	334	0	1066	5	0	89	0	4969	
1028	865	936	163	0	1005	499	0	130	0	4626	
907	388	968	114	0	921	761	0	187	0	4246	
727	265	771	87	0	826	725	0	296	0	3697	
617	172	579	51	0	667	628	0	585	0	3299	
511	136	459	31	0	612	551	0	568	0	2868	
344	78	366	23	0	482	630	0	464	0	2387	
328	45	195	17	0	316	513	0	438	0	1852	
239	33	91	9	0	241	278	0	230	0	1121	
226	21	66	7	0	135	229	0	113	0	797	
116	17	43	5	0	36	154	0	78	0	449	
72	7	22	2	0	14	45	0	36	1	199	
39	3	15	1	0	8	17	0	17	0	100	
19	1	4	0	0	1	12	0	7	0	44	
12	0	3	0	0	3	4	0	3	0	25	
3	0	1	0	0	3	1	0	2	0	10	
2	0	2	0	0	1	1	0	1	0	7	
0	1	2	0	0	1	1	0	0	0	5	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
1	0	1	0	0	0	0	0	1	0	3	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
